PC	B	B2	lc	uc	r2	dataset	gwas	contrasts	gwas_type	test_type	L
28	-0.00129199311150041	1.66924620016452e-06	-0.0208915340740627	0.0183085405206436	0.707229558373311	HGDP	q2	Long	even	all	10000
29	0.00545648076008435	2.97731822851707e-05	-0.0141451020239954	0.0250538713156921	0.707259331555596	HGDP	q2	Long	even	all	10000
30	-0.00557112261975547	3.10374072443511e-05	-0.0251684443688681	0.0140304794320611	0.70729036896284	HGDP	q2	Long	even	all	10000
31	0.0103630348843505	0.000107392492014265	-0.00923891169049564	0.0299570201301104	0.707397761454855	HGDP	q2	Long	even	all	10000
32	-0.0133283366533605	0.000177644557945313	-0.0329198068059263	0.00627337218150053	0.7075754060128	HGDP	q2	Long	even	all	10000
33	0.000233066026102482	5.43197725232026e-08	-0.0193670924470412	0.0198330454286876	0.707575460332572	HGDP	q2	Long	even	all	10000
34	0.0117000185763385	0.000136890434686666	-0.00790186349047274	0.0312929124507587	0.707712350767259	HGDP	q2	Long	even	all	10000
35	-0.00699395140184011	4.89153562113013e-05	-0.0265903763436703	0.0126078469083631	0.70776126612347	HGDP	q2	Long	even	all	10000
36	0.00350256202300506	1.22679407249973e-05	-0.0160986131563337	0.0231010461276693	0.707773534064195	HGDP	q2	Long	even	all	10000
37	-0.0027330783049042	7.46971702073802e-06	-0.0223319520172765	0.0168678952855113	0.707781003781216	HGDP	q2	Long	even	all	10000
38	0.0074552236196774	5.55803592193959e-05	-0.0121466212820349	0.0270513408013068	0.707836584140436	HGDP	q2	Long	even	all	10000
39	-0.0179150425386343	0.000320948749161076	-0.0375019442547687	0.00168561934527493	0.708157532889597	HGDP	q2	Long	even	all	10000
40	-0.000214078088603365	4.58294280200702e-08	-0.019814064951993	0.0193860732564306	0.708157578719025	HGDP	q2	Long	even	all	10000
1	0.713719887946778	0.509396078450762	0.703967592269239	0.723203098896043	0.509396078450762	HGDP	q2	Long	even	all	31623
2	0.547626319721763	0.299894586052002	0.533755320027304	0.561202712439965	0.809290664502764	HGDP	q2	Long	even	all	31623
3	-0.0718769607354657	0.00516629748456767	-0.0913483397937305	-0.0523506419754832	0.814456961987332	HGDP	q2	Long	even	all	31623
4	-0.0405409276060429	0.00164356681115841	-0.0600932472123249	-0.0209575105469831	0.81610052879849	HGDP	q2	Long	even	all	31623
5	-0.0798550648443686	0.00637683138129832	-0.0992997144227761	-0.0603494516833958	0.822477360179788	HGDP	q2	Long	even	all	31623
6	0.00238019558428121	5.66533101943175e-06	-0.0172206777969073	0.0219792402108921	0.822483025510808	HGDP	q2	Long	even	all	31623
7	-0.0494482569734215	0.00244513011770953	-0.0689814708722075	-0.0298771435791114	0.824928155628517	HGDP	q2	Long	even	all	31623
8	-0.0277782392240316	0.000771630574387527	-0.0473525278850695	-0.00818262429616178	0.825699786202905	HGDP	q2	Long	even	all	31623
9	0.0184546408681165	0.000340573769571154	-0.00114584359968015	0.0380409509921581	0.826040359972476	HGDP	q2	Long	even	all	31623
10	0.0331491428879157	0.00109886567420345	0.0135578817875986	0.0527149626334749	0.827139225646679	HGDP	q2	Long	even	all	31623
11	0.000245734786800682	6.03855854439765e-08	-0.0193544284343633	0.0198457092036761	0.827139286032265	HGDP	q2	Long	even	all	31623
12	0.0121731309437054	0.000148185116972598	-0.00742871150603861	0.0317656218521067	0.827287471149237	HGDP	q2	Long	even	all	31623
13	-0.00267313182892677	7.14563377482136e-06	-0.0222720349196112	0.0169278250824048	0.827294616783012	HGDP	q2	Long	even	all	31623
14	0.0349007195772975	0.00121806022701316	0.0153111232492689	0.0544635334428087	0.828512677010025	HGDP	q2	Long	even	all	31623
15	0.00160246583614144	2.56789675600047e-06	-0.0179981694604571	0.0212018699205545	0.828515244906781	HGDP	q2	Long	even	all	31623
16	-0.00828297607328132	6.86076926305509e-05	-0.027878520083793	0.0113189315224123	0.828583852599412	HGDP	q2	Long	even	all	31623
17	-0.0141170580834753	0.000199291328932216	-0.0337078012945119	0.00548452946232255	0.828783143928344	HGDP	q2	Long	even	all	31623
18	0.0082386856458236	6.78759411706999e-05	-0.0113632192754907	0.0278342610044563	0.828851019869515	HGDP	q2	Long	even	all	31623
19	0.0185427873297851	0.000343834961957639	-0.00105766707078745	0.0381289997309302	0.829194854831473	HGDP	q2	Long	even	all	31623
20	0.0149586644647754	0.000223761642569735	-0.00464276675417818	0.034548605131284	0.829418616474042	HGDP	q2	Long	even	all	31623
21	-0.00937830851125706	8.79526705323166e-05	-0.0289730528170974	0.0102236407545407	0.829506569144575	HGDP	q2	Long	even	all	31623
22	-0.00739280908964473	5.46536262359337e-05	-0.0269889684017023	0.0122090299957477	0.829561222770811	HGDP	q2	Long	even	all	31623
23	-0.0115415658638836	0.000133207742590363	-0.0311345927385819	0.00806032750925167	0.829694430513401	HGDP	q2	Long	even	all	31623
24	0.00681125600247789	4.6393208331291e-05	-0.0127905215482741	0.0264078005343312	0.829740823721732	HGDP	q2	Long	even	all	31623
25	0.00887871866961429	7.88316452141574e-05	-0.0107232174244198	0.0284738335553551	0.829819655366946	HGDP	q2	Long	even	all	31623
26	-0.00348106348006525	1.2117802952244e-05	-0.0230795587849472	0.0161201063822166	0.829831773169899	HGDP	q2	Long	even	all	31623
27	0.00175987523887782	3.09716085641528e-06	-0.0178408101584076	0.0213592084833474	0.829834870330755	HGDP	q2	Long	even	all	31623
28	0.00780126645064041	6.08597582338876e-05	-0.0118006079277905	0.0273971472818651	0.829895730088989	HGDP	q2	Long	even	all	31623
29	0.0103416015690705	0.000106948723013402	-0.00926034546910346	0.0299356037406282	0.830002678812002	HGDP	q2	Long	even	all	31623
30	-0.0154049606596763	0.000237312812926174	-0.034994464492429	0.00419637638923422	0.830239991624928	HGDP	q2	Long	even	all	31623
31	0.00593371516763855	3.52089756906638e-05	-0.0136679444332737	0.0255308159044048	0.830275200600619	HGDP	q2	Long	even	all	31623
32	-0.00668828511027744	4.47331577163589e-05	-0.0262849094011215	0.0129134777307035	0.830319933758335	HGDP	q2	Long	even	all	31623
33	-0.00611664306908602	3.7413322434598e-05	-0.025713630350665	0.0134850436095059	0.83035734708077	HGDP	q2	Long	even	all	31623
34	0.012530195855223	0.000157005808170248	-0.00707161088302629	0.0321223768355814	0.83051435288894	HGDP	q2	Long	even	all	31623
35	0.00240352353771253	5.77692539633817e-06	-0.0171973566186355	0.0220025570163292	0.830520129814337	HGDP	q2	Long	even	all	31623
36	0.00497506055308526	2.4751227506865e-05	-0.0146264356952392	0.024572734430156	0.830544881041844	HGDP	q2	Long	even	all	31623
37	0.00866356169950039	7.50573013210502e-05	-0.0109383657073016	0.0282588331704524	0.830619938343165	HGDP	q2	Long	even	all	31623
38	0.0071381602532637	5.09533318012737e-05	-0.0124636535191917	0.0267344898746005	0.830670891674966	HGDP	q2	Long	even	all	31623
39	-0.00487959444665952	2.38104419638705e-05	-0.0244773234279605	0.0147218835621929	0.83069470211693	HGDP	q2	Long	even	all	31623
40	0.00482957456279244	2.33247904575718e-05	-0.0147718937467891	0.0244273322736581	0.830718026907387	HGDP	q2	Long	even	all	31623
1	0.741833624980637	0.550317127151912	0.73288976555874	0.7505211246011	0.550317127151912	HGDP	q2	Long	even	all	100000
2	0.566278043506252	0.320670822557269	0.552813702146863	0.579446781934916	0.870987949709181	HGDP	q2	Long	even	all	100000
3	-0.0751309275116311	0.00564465626875797	-0.0945917044714292	-0.0556127512586272	0.876632605977939	HGDP	q2	Long	even	all	100000
4	-0.0305716427132774	0.000934625338188289	-0.0501416675104711	-0.0109781508887346	0.877567231316127	HGDP	q2	Long	even	all	100000
5	-0.076401777881274	0.00583723166341953	-0.0958583019746903	-0.0568868948775678	0.883404462979547	HGDP	q2	Long	even	all	100000
6	0.00365844452795404	1.33842163641168e-05	-0.0159427686626572	0.0232568468799943	0.883417847195911	HGDP	q2	Long	even	all	100000
7	-0.0464283186288161	0.00215558877069888	-0.0659683575380457	-0.0268526845238278	0.88557343596661	HGDP	q2	Long	even	all	100000
8	-0.0286051845892854	0.000818256585387091	-0.0481782428033787	-0.00901016625959396	0.886391692551997	HGDP	q2	Long	even	all	100000
9	0.0279131783023738	0.000779145522940113	0.0083176588934964	0.0474872680083627	0.887170838074937	HGDP	q2	Long	even	all	100000
10	0.0364424721937361	0.00132805377959123	0.0168544408974833	0.0560025409805652	0.888498891854528	HGDP	q2	Long	even	all	100000
11	0.00408946939615388	1.67237599420792e-05	-0.0155118439405505	0.0236876407418146	0.88851561561447	HGDP	q2	Long	even	all	100000
12	0.00815088325211315	6.64368977895787e-05	-0.0114510161401025	0.0277465205288784	0.88858205251226	HGDP	q2	Long	even	all	100000
13	-0.0114182926204033	0.000130377406365158	-0.0310114222868553	0.00818360886794318	0.888712429918625	HGDP	q2	Long	even	all	100000
14	0.0367774801736755	0.00135258304792509	0.0171898012882949	0.056336940189026	0.89006501296655	HGDP	q2	Long	even	all	100000
15	-0.00562367973080542	3.16257737146717e-05	-0.025220969763737	0.013977930982004	0.890096638740265	HGDP	q2	Long	even	all	100000
16	-0.00845797133220623	7.15372790564225e-05	-0.0280533907321414	0.0111439460779771	0.890168176019321	HGDP	q2	Long	even	all	100000
17	-0.0144541333587799	0.000208921971153393	-0.03404455846853	0.0051473949107519	0.890377097990475	HGDP	q2	Long	even	all	100000
18	0.0100606496334981	0.000101216671048005	-0.00954130181256211	0.0296548720081067	0.890478314661523	HGDP	q2	Long	even	all	100000
19	0.01256377274689	0.000157848385635495	-0.00703803037602553	0.0321559243261122	0.890636163047158	HGDP	q2	Long	even	all	100000
20	0.0127342932688568	0.000162162225057252	-0.00686749081117517	0.0323262948527956	0.890798325272215	HGDP	q2	Long	even	all	100000
21	-0.00901753828450299	8.13159967124772e-05	-0.0286125511789649	0.0105844024512898	0.890879641268928	HGDP	q2	Long	even	all	100000
22	-0.00574010479390549	3.29488030450167e-05	-0.0253373241834894	0.0138615247192391	0.890912590071973	HGDP	q2	Long	even	all	100000
23	-0.00713845005639854	5.09574692076963e-05	-0.0267347794853585	0.0124633637463091	0.89096354754118	HGDP	q2	Long	even	all	100000
24	0.0129992136431334	0.000168979555339826	-0.00660253859007192	0.0325909799362271	0.89113252709652	HGDP	q2	Long	even	all	100000
25	0.00412418359233773	1.70088903033078e-05	-0.0154771374931648	0.023722336016344	0.891149535986824	HGDP	q2	Long	even	all	100000
26	-0.00219938650860219	4.83730101422135e-06	-0.0217985168174424	0.0174014336367798	0.891154373287838	HGDP	q2	Long	even	all	100000
27	0.00503929595654832	2.53945037376843e-05	-0.0145622123633539	0.0246369325552098	0.891179767791576	HGDP	q2	Long	even	all	100000
28	0.0146433332366401	0.00021442720827929	-0.00495815980870087	0.0342335778473845	0.891394194999855	HGDP	q2	Long	even	all	100000
29	0.00983906514379533	9.68072029038482e-05	-0.00976288759572174	0.0294334590103256	0.891491002202759	HGDP	q2	Long	even	all	100000
30	-0.0144341865120995	0.000208345740266075	-0.0340246305697194	0.00516734538921999	0.891699347943025	HGDP	q2	Long	even	all	100000
31	0.00841534980018588	7.08181122594885e-05	-0.011186565330193	0.0280107996605361	0.891770166055284	HGDP	q2	Long	even	all	100000
32	-0.00808422495811547	6.5354693173417e-05	-0.0276799090405923	0.0115176700346661	0.891835520748458	HGDP	q2	Long	even	all	100000
33	-0.00291606467584692	8.50343319372222e-06	-0.0225148478402293	0.0166849589563065	0.891844024181651	HGDP	q2	Long	even	all	100000
34	0.00933040449468614	8.70564480344594e-05	-0.010271543932279	0.0289251847579125	0.891931080629686	HGDP	q2	Long	even	all	100000
35	-0.00159038689842253	2.52933048667404e-06	-0.0211897963786892	0.0180102445135448	0.891933609960173	HGDP	q2	Long	even	all	100000
36	0.00669483739383518	4.48208477298939e-05	-0.0129069262458808	0.0262914574498039	0.891978430807902	HGDP	q2	Long	even	all	100000
37	0.00482447087525002	2.32755192261357e-05	-0.0147769964391705	0.0244222315119739	0.892001706327129	HGDP	q2	Long	even	all	100000
38	0.01365366218854	0.000186422491158768	-0.00594799957401856	0.0332448354493382	0.892188128818287	HGDP	q2	Long	even	all	100000
39	-0.00433626131284832	1.8803162173305e-05	-0.0239342971145239	0.0152651060862957	0.892206931980461	HGDP	q2	Long	even	all	100000
40	0.00280128742262789	7.84721122417319e-06	-0.0167997049745173	0.0224001275361296	0.892214779191685	HGDP	q2	Long	even	all	100000
1	0.75135954749016	0.564541169604617	0.742696952496026	0.759770702494837	0.564541169604617	HGDP	q2	Long	even	all	316228
2	0.569912932653313	0.3248007508055	0.556529482503838	0.583000690583693	0.889341920410117	HGDP	q2	Long	even	all	316228
3	-0.0683744359024598	0.00467506348497959	-0.0878567652115464	-0.0488398182765729	0.894016983895097	HGDP	q2	Long	even	all	316228
4	-0.0327987389980346	0.00107575727986119	-0.052365145669322	-0.0132071593183905	0.895092741174958	HGDP	q2	Long	even	all	316228
5	-0.0795939461441443	0.00633519626279694	-0.0990395098643281	-0.0600876156414991	0.901427937437754	HGDP	q2	Long	even	all	316228
6	0.003923137794926	1.53910101579769e-05	-0.0156781377584043	0.0235213991478694	0.901443328447913	HGDP	q2	Long	even	all	316228
7	-0.0490508532149773	0.00240598620111725	-0.0685849856012013	-0.0294791244477134	0.90384931464903	HGDP	q2	Long	even	all	316228
8	-0.0281944439344347	0.00079492666877198	-0.0477681166507423	-0.00859912592172402	0.904644241317802	HGDP	q2	Long	even	all	316228
9	0.0246619270718554	0.000608210646897514	0.00506430503068982	0.0442406122460503	0.905252451964699	HGDP	q2	Long	even	all	316228
10	0.03495236707563	0.00122166796418958	0.0153628216639416	0.0545150904878762	0.906474119928889	HGDP	q2	Long	even	all	316228
11	0.00392557495402611	1.54101387196771e-05	-0.0156757011607496	0.0235238349959699	0.906489530067608	HGDP	q2	Long	even	all	316228
12	0.00739060129464883	5.4620987496465e-05	-0.0122112375822058	0.0269867620941959	0.906544151055105	HGDP	q2	Long	even	all	316228
13	-0.0109784860043114	0.000120527154946862	-0.0305719775559997	0.00862343958173341	0.906664678210052	HGDP	q2	Long	even	all	316228
14	0.0348067319701878	0.0012115085904445	0.0152170432538381	0.0543697101740255	0.907876186800496	HGDP	q2	Long	even	all	316228
15	-0.00557489016050133	3.10794003016545e-05	-0.0251722096396493	0.0140267125157785	0.907907266200798	HGDP	q2	Long	even	all	316228
16	-0.00883946256878829	7.81360985050093e-05	-0.0284346061592389	0.0107624720755916	0.907985402299303	HGDP	q2	Long	even	all	316228
17	-0.014414793687325	0.000207786277048144	-0.0340052561516046	0.00518674172994967	0.908193188576351	HGDP	q2	Long	even	all	316228
18	0.0116574940404825	0.000135897167303886	-0.00794439115730159	0.0312504237051965	0.908329085743655	HGDP	q2	Long	even	all	316228
19	0.0146209607299958	0.00021377249266808	-0.00498053655372404	0.0342112267574497	0.908542858236323	HGDP	q2	Long	even	all	316228
20	0.017665595123713	0.000312073251074952	-0.0019351449163441	0.0372527664708935	0.908854931487398	HGDP	q2	Long	even	all	316228
21	-0.0114503199575197	0.000131109827129575	-0.0310434229751011	0.00815157947972763	0.908986041314528	HGDP	q2	Long	even	all	316228
22	-0.00636052533552623	4.04562825438711e-05	-0.0259573593182403	0.0132411954032893	0.909026497597072	HGDP	q2	Long	even	all	316228
23	-0.00752865942935708	5.66807128032473e-05	-0.02712472684571	0.0120731921201858	0.909083178309875	HGDP	q2	Long	even	all	316228
24	0.00943601925717284	8.90384594217367e-05	-0.0101659308996957	0.0290307201252142	0.909172216769296	HGDP	q2	Long	even	all	316228
25	0.00629633287452728	3.96438076668529e-05	-0.0133053791253454	0.0258932074330789	0.909211860576963	HGDP	q2	Long	even	all	316228
26	-0.000444743408026181	1.97796698982742e-07	-0.0200446386809988	0.019155493572575	0.909212058373662	HGDP	q2	Long	even	all	316228
27	0.00631771172706909	3.99134814663464e-05	-0.0132840032011875	0.0259145727900468	0.909251971855129	HGDP	q2	Long	even	all	316228
28	0.0122868955881143	0.000150967803193223	-0.00731493602626576	0.0318792882920827	0.909402939658322	HGDP	q2	Long	even	all	316228
29	0.00837367116086949	7.01183687103774e-05	-0.011228241671267	0.027969150738971	0.909473058027032	HGDP	q2	Long	even	all	316228
30	-0.0133068960993987	0.000177073483800193	-0.0328983856730405	0.0062948156919759	0.909650131510833	HGDP	q2	Long	even	all	316228
31	0.00388505374001994	1.5093642562843e-05	-0.0157162130096908	0.0234833355489563	0.909665225153395	HGDP	q2	Long	even	all	316228
32	-0.00720421262257702	5.19006795112981e-05	-0.0268004983120187	0.0123976079598755	0.909717125832907	HGDP	q2	Long	even	all	316228
33	-0.000248944286913454	6.1973257986848e-08	-0.0198489174397122	0.0193512201361142	0.909717187806165	HGDP	q2	Long	even	all	316228
34	0.0101438580612051	0.000102897856365875	-0.00945809240195613	0.0297380155413251	0.90982008566253	HGDP	q2	Long	even	all	316228
35	0.0017435922789797	3.04011403531761e-06	-0.0178570879807488	0.0213429328963904	0.909823125776566	HGDP	q2	Long	even	all	316228
36	0.00230439265903644	5.31022552702105e-06	-0.0172964585593902	0.0219034733632466	0.909828436002093	HGDP	q2	Long	even	all	316228
37	0.00583698366179823	3.40703782680994e-05	-0.0137646610903499	0.0254341438633618	0.909862506380361	HGDP	q2	Long	even	all	316228
38	0.011174338596771	0.000124865843075286	-0.00842757719493009	0.0307676699309422	0.909987372223436	HGDP	q2	Long	even	all	316228
39	-0.00453152157057965	2.05346877446286e-05	-0.0241294484399767	0.0150698869108725	0.910007906911181	HGDP	q2	Long	even	all	316228
40	0.00547324371462649	2.99563967596984e-05	-0.014128341918942	0.0250706242414713	0.91003786330794	HGDP	q2	Long	even	all	316228
1	0.753262896048655	0.567404990563606	0.744656945276664	0.761618427405335	0.567404990563606	HGDP	q2	Long	even	all	1000000
2	0.573209095299211	0.32856866693374	0.559899461250916	0.586222986166771	0.895973657497346	HGDP	q2	Long	even	all	1000000
3	-0.0721630627856455	0.00520750763060501	-0.091633526229111	-0.0526374432402002	0.901181165127951	HGDP	q2	Long	even	all	1000000
4	-0.0338637074276564	0.00114675068074591	-0.0534283153986458	-0.0142731109322373	0.902327915808697	HGDP	q2	Long	even	all	1000000
5	-0.0779804712047765	0.00608095388931897	-0.0974316245008626	-0.058469767722574	0.908408869698016	HGDP	q2	Long	even	all	1000000
6	0.00478231296494205	2.28705172946529e-05	-0.0148191460901174	0.0243800977310607	0.908431740215311	HGDP	q2	Long	even	all	1000000
7	-0.0482937368310849	0.00233228501711008	-0.0678296020029122	-0.028720852857319	0.910764025232421	HGDP	q2	Long	even	all	1000000
8	-0.028494225182908	0.000811920868774266	-0.0480674500521399	-0.00889912524263238	0.911575946101195	HGDP	q2	Long	even	all	1000000
9	0.0251757133123354	0.000633816540784903	0.00557839594594253	0.0447536997918041	0.91220976264198	HGDP	q2	Long	even	all	1000000
10	0.0347615735135267	0.00120836699313632	0.0151718405304976	0.0543246305545438	0.913418129635116	HGDP	q2	Long	even	all	1000000
11	0.00353366898313808	1.24868164823921e-05	-0.0160675138575601	0.0231321368497785	0.913430616451599	HGDP	q2	Long	even	all	1000000
12	0.00809639069412833	6.55515422719678e-05	-0.0115055051145843	0.0276920662471259	0.913496167993871	HGDP	q2	Long	even	all	1000000
13	-0.0105140937729743	0.000110546167866898	-0.0301079592179733	0.00908784902557939	0.913606714161738	HGDP	q2	Long	even	all	1000000
14	0.0351668027772335	0.00123670401757284	0.0155774698857549	0.0547291495201668	0.91484341817931	HGDP	q2	Long	even	all	1000000
15	-0.0053325548898015	2.84361416527459e-05	-0.02493001924498	0.0142690064867538	0.914871854320963	HGDP	q2	Long	even	all	1000000
16	-0.00723420179688357	5.23336756380335e-05	-0.0268304674839079	0.0123676218209974	0.914924187996601	HGDP	q2	Long	even	all	1000000
17	-0.0146072962575787	0.000213373103956671	-0.0341975753560924	0.00499420360516283	0.915137561100558	HGDP	q2	Long	even	all	1000000
18	0.00964031690414999	9.29357100124401e-05	-0.00996163535780523	0.0292348629530149	0.91523049681057	HGDP	q2	Long	even	all	1000000
19	0.0152394896292141	0.000232242044158923	-0.00436188324590591	0.0348291563342768	0.915462738854729	HGDP	q2	Long	even	all	1000000
20	0.0177104585660812	0.00031366034262088	-0.00189026759750589	0.0372975815994063	0.91577639919735	HGDP	q2	Long	even	all	1000000
21	-0.011188014804555	0.000125171675266941	-0.0307813348947763	0.00841390024703574	0.915901570872617	HGDP	q2	Long	even	all	1000000
22	-0.00676309754303105	4.57394883765527e-05	-0.0263596733810496	0.0128386743176259	0.915947310360994	HGDP	q2	Long	even	all	1000000
23	-0.00765461897283001	5.85931916192092e-05	-0.0272506005382623	0.0119472434869932	0.916005903552613	HGDP	q2	Long	even	all	1000000
24	0.0103347002987559	0.000106806030265106	-0.0092672468847705	0.0299287079163885	0.916112709582878	HGDP	q2	Long	even	all	1000000
25	0.00581728081657913	3.38407560989395e-05	-0.0137843608661224	0.0254144530853527	0.916146550338977	HGDP	q2	Long	even	all	1000000
26	0.000555804985268412	3.0891918164922e-07	-0.0190444724838492	0.0201556554153812	0.916146859258158	HGDP	q2	Long	even	all	1000000
27	0.00541462355933172	2.93181482892701e-05	-0.0141869520614678	0.025012039108764	0.916176177406448	HGDP	q2	Long	even	all	1000000
28	0.0111914501452155	0.000125248556352845	-0.00841046471931359	0.0307847674099066	0.916301425962801	HGDP	q2	Long	even	all	1000000
29	0.00812117557669306	6.59534927474759e-05	-0.0114807218763393	0.0277168337349082	0.916367379455548	HGDP	q2	Long	even	all	1000000
30	-0.0144744366686499	0.000209509316874756	-0.0340648424759218	0.00512708788816688	0.916576888772423	HGDP	q2	Long	even	all	1000000
31	0.00597398448544848	3.56884906323791e-05	-0.0136276811888747	0.0255710603589715	0.916612577263055	HGDP	q2	Long	even	all	1000000
32	-0.00835463052822028	6.97998512630703e-05	-0.0279501236600552	0.0112472812313154	0.916682377114318	HGDP	q2	Long	even	all	1000000
33	-0.000160760201686338	2.58438424462322e-08	-0.0197607679393879	0.0194393710521725	0.916682402958161	HGDP	q2	Long	even	all	1000000
34	0.0110649653948375	0.000122433459188951	-0.00853695605191825	0.0306583863871222	0.91680483641735	HGDP	q2	Long	even	all	1000000
35	0.00192092596146064	3.6899565494135e-06	-0.0176798096905099	0.021520185722498	0.916808526373899	HGDP	q2	Long	even	all	1000000
36	0.00372359509249115	1.38651604128242e-05	-0.0158776337026014	0.0233219629942185	0.916822391534312	HGDP	q2	Long	even	all	1000000
37	0.00553560280476663	3.06428984121401e-05	-0.0140659933323527	0.0251329459274373	0.916853034432724	HGDP	q2	Long	even	all	1000000
38	0.0108371807267542	0.000117444486104332	-0.00876475099175598	0.0304307869406157	0.916970478918828	HGDP	q2	Long	even	all	1000000
39	-0.00432882818712837	1.87387534736771e-05	-0.0239268681061033	0.0152725376185765	0.916989217672302	HGDP	q2	Long	even	all	1000000
40	0.00603092450743212	3.63720504143453e-05	-0.0135707496460897	0.0256279651164105	0.917025589722716	HGDP	q2	Long	even	all	1000000
1	0.753182442855273	0.567283792225437	0.744574094767794	0.761540328133999	0.567283792225437	HGDP	q2	Long	even	all	pruneall
2	0.573999555603252	0.329475489832731	0.560707689031848	0.586995671034622	0.896759282058167	HGDP	q2	Long	even	all	pruneall
3	-0.0709546053410093	0.00503455601909838	-0.0904289144743943	-0.0514260543359516	0.901793838077266	HGDP	q2	Long	even	all	pruneall
4	-0.0342261170723195	0.00117142708984812	-0.053790102828978	-0.0146358653105145	0.902965265167114	HGDP	q2	Long	even	all	pruneall
5	-0.0781106745099579	0.00610127747240058	-0.0975613805079705	-0.0586003201146535	0.909066542639514	HGDP	q2	Long	even	all	pruneall
6	0.00506089000248216	2.56126076172238e-05	-0.0145406223392044	0.024658514032941	0.909092155247132	HGDP	q2	Long	even	all	pruneall
7	-0.0482778366827113	0.00233074951476254	-0.0678137380045208	-0.0287049286900364	0.911422904761894	HGDP	q2	Long	even	all	pruneall
8	-0.0286591590763089	0.000821347398961177	-0.0482321360494634	-0.00906418061953445	0.912244252160855	HGDP	q2	Long	even	all	pruneall
9	0.0251745763652026	0.000633759295167415	0.00557725831316463	0.0447525644022014	0.912878011456023	HGDP	q2	Long	even	all	pruneall
10	0.0344413842907918	0.001186208951866	0.0148513397381746	0.0540049980276565	0.914064220407889	HGDP	q2	Long	even	all	pruneall
11	0.00374637585397601	1.40353320392545e-05	-0.0158548583581757	0.0233447316704551	0.914078255739928	HGDP	q2	Long	even	all	pruneall
12	0.00771932619516775	5.9587996907403e-05	-0.011882541627591	0.0273152634161372	0.914137843736835	HGDP	q2	Long	even	all	pruneall
13	-0.010634594848311	0.000113094607587724	-0.0302283640863967	0.00896734429633112	0.914250938344423	HGDP	q2	Long	even	all	pruneall
14	0.0350707947542065	0.00122996064469167	0.0154813664890894	0.0546333103633626	0.915480898989115	HGDP	q2	Long	even	all	pruneall
15	-0.00547525054849577	2.99783685688032e-05	-0.0250726298739755	0.0141263354254707	0.915510877357684	HGDP	q2	Long	even	all	pruneall
16	-0.00715612488134861	5.12101233174567e-05	-0.0267524425712034	0.0124456907601921	0.915562087481001	HGDP	q2	Long	even	all	pruneall
17	-0.0144665555562345	0.000209281229661619	-0.0340569688580437	0.00513497044366235	0.915771368710663	HGDP	q2	Long	even	all	pruneall
18	0.00976159394047056	9.52887162586316e-05	-0.00984035879708179	0.0293560473109918	0.915866657426921	HGDP	q2	Long	even	all	pruneall
19	0.0152606084136659	0.000232886169155251	-0.00434075994879874	0.0348502543912895	0.916099543596077	HGDP	q2	Long	even	all	pruneall
20	0.0169123512303306	0.000286027624138065	-0.00268861000102569	0.0365003219864416	0.916385571220215	HGDP	q2	Long	even	all	pruneall
21	-0.0108773250217306	0.000118316199628366	-0.0304708987400174	0.00872460503418637	0.916503887419843	HGDP	q2	Long	even	all	pruneall
22	-0.00690517237838954	4.76814055752739e-05	-0.0265016555971018	0.0126966160073886	0.916551568825418	HGDP	q2	Long	even	all	pruneall
23	-0.00765355482102258	5.85769013983979e-05	-0.0272495371143574	0.0119483075492318	0.916610145726817	HGDP	q2	Long	even	all	pruneall
24	0.0104026121725128	0.000108214340011711	-0.00919933349944631	0.0299965661169769	0.916718360066828	HGDP	q2	Long	even	all	pruneall
25	0.0059308656123391	3.51751669116264e-05	-0.0136707935563956	0.0255279681060827	0.91675353523374	HGDP	q2	Long	even	all	pruneall
26	0.000621165960875685	3.85847150950612e-07	-0.0189791351102532	0.0202209897745485	0.916753921080891	HGDP	q2	Long	even	all	pruneall
27	0.00573261273769487	3.28628488003815e-05	-0.0138690155816269	0.0253298366892257	0.916786783929691	HGDP	q2	Long	even	all	pruneall
28	0.0113432781588412	0.000128669959388844	-0.00825862797616444	0.0309364700850883	0.91691545388908	HGDP	q2	Long	even	all	pruneall
29	0.00826622290285155	6.83304410796275e-05	-0.0113356836902821	0.0278617787800482	0.91698378433016	HGDP	q2	Long	even	all	pruneall
30	-0.014373898290536	0.000206608952066673	-0.0339643995223326	0.0052276444928035	0.917190393282227	HGDP	q2	Long	even	all	pruneall
31	0.00587175377460543	3.44774923895931e-05	-0.0137298963571517	0.0254688926437598	0.917224870774616	HGDP	q2	Long	even	all	pruneall
32	-0.00800685566662752	6.41097376662052e-05	-0.0276025938575762	0.0115950340013667	0.917288980512282	HGDP	q2	Long	even	all	pruneall
33	-0.000261830737987052	6.85553353548441e-08	-0.0198617988113327	0.0193383385065744	0.917289049067618	HGDP	q2	Long	even	all	pruneall
34	0.0112453662771881	0.000126458262708119	-0.00835654559087013	0.0308386391359042	0.917415507330326	HGDP	q2	Long	even	all	pruneall
35	0.00141455511527647	2.00096617415482e-06	-0.0181860191011275	0.0210140424951048	0.9174175082965	HGDP	q2	Long	even	all	pruneall
36	0.00312499269547131	9.76557934674904e-06	-0.016476086468197	0.0227236708710396	0.917427273875847	HGDP	q2	Long	even	all	pruneall
