PC	B	B2	lc	uc	r2	dataset	gwas	contrasts	gwas_type	test_type
30	0.00494557578575269	2.44587198526234e-05	-0.0146559148674266	0.0245432667199049	0.0273347733599948	TestExample	PC_stats	Afr-Eur	even	odd
31	-0.00315021479193951	9.92385323535451e-06	-0.0227488801774165	0.0164508709598449	0.0273446972132302	TestExample	PC_stats	Afr-Eur	even	odd
32	0.0099030353688192	9.80701095160841e-05	-0.00969891719494354	0.0294973799240025	0.0274427673227463	TestExample	PC_stats	Afr-Eur	even	odd
33	0.0265074664016924	0.000702645775036849	0.00691098699039635	0.0460835937557696	0.0281454130977831	TestExample	PC_stats	Afr-Eur	even	odd
34	-0.0020538768744596	4.21841021543992e-06	-0.0216530752075647	0.0175468994979435	0.0281496315079986	TestExample	PC_stats	Afr-Eur	even	odd
35	0.00774402312075781	5.99698940948315e-05	-0.0118578467056024	0.027339943373453	0.0282096014020934	TestExample	PC_stats	Afr-Eur	even	odd
36	-0.00277458150315082	7.69830251762663e-06	-0.0223734347933326	0.016826403552314	0.028217299704611	TestExample	PC_stats	Afr-Eur	even	odd
37	-0.00327317854657476	1.07136977977573e-05	-0.0228717812203581	0.0163279389667801	0.0282280134024088	TestExample	PC_stats	Afr-Eur	even	odd
38	-0.00682988933527364	4.66473883320846e-05	-0.0264264217298613	0.0127718903926799	0.0282746607907409	TestExample	PC_stats	Afr-Eur	even	odd
39	0.00344142464880251	1.18434036133855e-05	-0.0161597353624445	0.0230399405570797	0.0282865041943543	TestExample	PC_stats	Afr-Eur	even	odd
40	-0.00373195493833554	1.3927487661767e-05	-0.0233303184075063	0.0158692758470153	0.028300431682016	TestExample	PC_stats	Afr-Eur	even	odd
1	0.22868209397304	0.0522955001038942	0.210023387659252	0.247174283098691	0.0522955001038942	TestExample	PC_stats	Afr-Eur	even	all
2	-0.00876802129360421	7.68781974050969e-05	-0.0283632169682316	0.010833910557558	0.0523723783012993	TestExample	PC_stats	Afr-Eur	even	all
3	-0.00546313481649312	2.98458420231793e-05	-0.0250605213924999	0.0141384491000098	0.0524022241433225	TestExample	PC_stats	Afr-Eur	even	all
4	-0.0261903579784341	0.000685934851038526	-0.0457669343097469	-0.00659367272511772	0.053088158994361	TestExample	PC_stats	Afr-Eur	even	all
5	-0.0239308888882547	0.00057268744298199	-0.0435105503930123	-0.00433285119740564	0.053660846437343	TestExample	PC_stats	Afr-Eur	even	all
6	-0.0124859493350179	0.000155898930796635	-0.0320781689918082	0.00711586209988398	0.0538167453681396	TestExample	PC_stats	Afr-Eur	even	all
7	0.00229255044984671	5.25578756509236e-06	-0.0173082972858944	0.0218916367698984	0.0538220011557047	TestExample	PC_stats	Afr-Eur	even	all
8	-0.0260952562649989	0.000680962399535962	-0.0456719664789754	-0.00649851004833013	0.0545029635552407	TestExample	PC_stats	Afr-Eur	even	all
9	-0.027966663265962	0.000782134254231708	-0.0475406739162476	-0.0083711819151286	0.0552850978094724	TestExample	PC_stats	Afr-Eur	even	all
10	0.0245872757621576	0.000604534129404382	0.00498961031474397	0.0441660615948065	0.0558896319388768	TestExample	PC_stats	Afr-Eur	even	all
11	-0.000532848249237758	2.83927256715744e-07	-0.0201327079881207	0.0190674208904202	0.0558899158661335	TestExample	PC_stats	Afr-Eur	even	all
12	0.00464442077503071	2.15706443355368e-05	-0.01495701077833	0.0242422839784759	0.055911486510469	TestExample	PC_stats	Afr-Eur	even	all
13	0.0138978364983051	0.000193149859333621	-0.00570378720729049	0.0334887842035625	0.0561046363698026	TestExample	PC_stats	Afr-Eur	even	all
14	-0.0112250929983926	0.000126002712822563	-0.0308183825677794	0.0083768200097558	0.0562306390826252	TestExample	PC_stats	Afr-Eur	even	all
15	0.0153373215510756	0.000235233432361088	-0.00426403027217559	0.0349268920901978	0.0564658725149863	TestExample	PC_stats	Afr-Eur	even	all
16	-0.0268123746583909	0.00071890343482192	-0.0463880665987128	-0.00721609689139929	0.0571847759498082	TestExample	PC_stats	Afr-Eur	even	all
17	0.0154506981383474	0.000238724072962331	-0.00415062881848257	0.035040156762832	0.0574235000227705	TestExample	PC_stats	Afr-Eur	even	all
18	0.0125418635243561	0.000157298340663574	-0.00705994196260921	0.0321340342930877	0.0575807983634341	TestExample	PC_stats	Afr-Eur	even	all
19	0.00830515173469736	6.89755453363465e-05	-0.0112967571711324	0.0279006800207342	0.0576497739087705	TestExample	PC_stats	Afr-Eur	even	all
20	0.0202013149640448	0.000408093126276541	0.000601483117466755	0.039785631957098	0.058057867035047	TestExample	PC_stats	Afr-Eur	even	all
21	-0.00969335971663513	9.39612225960846e-05	-0.0292878653017398	0.00990859282428395	0.0581518282576431	TestExample	PC_stats	Afr-Eur	even	all
22	0.0132181393327521	0.000174719207420047	-0.00638358450582642	0.0328097091117125	0.0583265474650631	TestExample	PC_stats	Afr-Eur	even	all
23	-0.0218135877316731	0.000475832609727401	-0.0413959589806823	-0.00221446451908278	0.0588023800747905	TestExample	PC_stats	Afr-Eur	even	all
24	0.00891962500880811	7.95597102977551e-05	-0.0106823125315399	0.0285147099189441	0.0588819397850883	TestExample	PC_stats	Afr-Eur	even	all
25	0.00716183103827419	5.12918238207875e-05	-0.012439985194302	0.0267581449356525	0.0589332316089091	TestExample	PC_stats	Afr-Eur	even	all
26	-0.0134539629977797	0.000181009120345625	-0.0330453189950036	0.00614772815175567	0.0591142407292547	TestExample	PC_stats	Afr-Eur	even	all
27	-0.01517177124267	0.000230182642639907	-0.0347615042934906	0.0044296159845213	0.0593444233718946	TestExample	PC_stats	Afr-Eur	even	all
28	-0.0128817249394298	0.000165938837415128	-0.032473595920037	0.00672004175705483	0.0595103622093097	TestExample	PC_stats	Afr-Eur	even	all
29	0.00302690107098964	9.16213009355825e-06	-0.0165741522337043	0.0226256287517402	0.0595195243394033	TestExample	PC_stats	Afr-Eur	even	all
30	0.0126373200800616	0.000159701858805927	-0.00696447496929399	0.032229407104339	0.0596792261982092	TestExample	PC_stats	Afr-Eur	even	all
31	0.00638396243443352	4.07549763642583e-05	-0.013217761454775	0.0259807815624128	0.0597199811745735	TestExample	PC_stats	Afr-Eur	even	all
32	0.00423727159068339	1.79544705332126e-05	-0.0153640744104185	0.023835362046452	0.0597379356451067	TestExample	PC_stats	Afr-Eur	even	all
33	0.0199607648785524	0.000398432134536851	0.000360836047174431	0.0395453634536646	0.0601363677796435	TestExample	PC_stats	Afr-Eur	even	all
34	-0.00203414616635923	4.13775062611393e-06	-0.0216333536594986	0.0175666242066621	0.0601405055302697	TestExample	PC_stats	Afr-Eur	even	all
35	0.00126911375194455	1.61064971537478e-06	-0.0183314122388991	0.0208686646519151	0.060142116179985	TestExample	PC_stats	Afr-Eur	even	all
36	-0.001785553991091	3.18820305510098e-06	-0.0213848755870857	0.0178151394871734	0.0601453043830401	TestExample	PC_stats	Afr-Eur	even	all
37	-0.00416051242505689	1.73098636390527e-05	-0.0237586449967649	0.0154408167190792	0.0601626142466792	TestExample	PC_stats	Afr-Eur	even	all
38	0.00849453665154795	7.21571529244914e-05	-0.0111073826577378	0.0280899298625718	0.0602347713996037	TestExample	PC_stats	Afr-Eur	even	all
39	0.0111289594089282	0.000123853737525571	-0.00847295878600173	0.0307223279993121	0.0603586251371292	TestExample	PC_stats	Afr-Eur	even	all
40	-0.017450832378779	0.000304531550712242	-0.0370382339146317	0.00214997299481379	0.0606631566878415	TestExample	PC_stats	Afr-Eur	even	all
1	0.154344686842549	0.0238222823565245	0.135153478638872	0.17342013204191	0.0238222823565245	TestExample	PC_stats	Afr-Eur	all	odd
2	-0.018983508324272	0.000360373588297704	-0.038569227561796	0.000616791172337326	0.0241826559448222	TestExample	PC_stats	Afr-Eur	all	odd
3	-0.0103157521217614	0.000106414741837624	-0.0299097746825853	0.00928619545124356	0.0242890706866598	TestExample	PC_stats	Afr-Eur	all	odd
4	0.0131897354830605	0.000173969122113104	-0.00641199214560078	0.0327813308640954	0.0244630398087729	TestExample	PC_stats	Afr-Eur	all	odd
5	-0.00315382558252091	9.94661580496333e-06	-0.0227524891349314	0.0164472611103769	0.0244729864245779	TestExample	PC_stats	Afr-Eur	all	odd
6	0.0195227714241649	0.00038113860408019	-7.73281674061861e-05	0.0391078768876747	0.0248541250286581	TestExample	PC_stats	Afr-Eur	all	odd
7	-0.00805957793754743	6.49567965314013e-05	-0.0276552792824477	0.0115423153844236	0.0249190818251895	TestExample	PC_stats	Afr-Eur	all	odd
8	0.00859431481738636	7.38622471803468e-05	-0.0110076094074312	0.0281896362986184	0.0249929440723698	TestExample	PC_stats	Afr-Eur	all	odd
9	0.0238134220373505	0.000567079069128968	0.0042153195134295	0.0433932384737148	0.0255600231414988	TestExample	PC_stats	Afr-Eur	all	odd
10	-0.0167012974975377	0.000278933338101258	-0.0362894882590642	0.00289972171863483	0.0258389564796001	TestExample	PC_stats	Afr-Eur	all	odd
11	0.0230543002607078	0.000531500760510871	0.00345579181305529	0.0426351049128258	0.0263704572401109	TestExample	PC_stats	Afr-Eur	all	odd
12	0.0117565600455203	0.000138216704103924	-0.00784531774846706	0.0313494062227846	0.0265086739442148	TestExample	PC_stats	Afr-Eur	all	odd
13	-0.0134071351388587	0.000179751272631619	-0.0329985337603058	0.00619456267532454	0.0266884252168465	TestExample	PC_stats	Afr-Eur	all	odd
14	0.0231516494417507	0.000535998871873716	0.0035531917854946	0.0427323286263358	0.0272244240887202	TestExample	PC_stats	Afr-Eur	all	odd
15	-0.00965782237386338	9.32735330050962e-05	-0.0292523550808455	0.00994412999235237	0.0273176976217253	TestExample	PC_stats	Afr-Eur	all	odd
16	0.0083386082449129	6.95323874621294e-05	-0.01126330260104	0.0279341127709218	0.0273872300091874	TestExample	PC_stats	Afr-Eur	all	odd
17	-0.0027661307483897	7.65147931718697e-06	-0.0223649882023473	0.0168348519780702	0.0273948814885046	TestExample	PC_stats	Afr-Eur	all	odd
18	-0.0288097203808093	0.000829999988420419	-0.0483824701308194	-0.00921485375352234	0.028224881476925	TestExample	PC_stats	Afr-Eur	all	odd
19	-0.00371874670433436	1.38290770509976e-05	-0.0233171171755192	0.0158824809352301	0.028238710553976	TestExample	PC_stats	Afr-Eur	all	odd
20	0.0124393424916558	0.000154737241624713	-0.00716247380741753	0.0320316028051642	0.0283934477956007	TestExample	PC_stats	Afr-Eur	all	odd
21	0.014118116759332	0.000199321220830131	-0.00548347060726833	0.0337088589782495	0.0285927690164308	TestExample	PC_stats	Afr-Eur	all	odd
22	0.0034909549302512	1.21867663250452e-05	-0.0161102173806512	0.0230894450841773	0.0286049557827559	TestExample	PC_stats	Afr-Eur	all	odd
23	-0.0153619228871854	0.00023598867479183	-0.0349514691849479	0.00423942358318445	0.0288409444575477	TestExample	PC_stats	Afr-Eur	all	odd
24	-0.0106986435500726	0.000114460973811511	-0.0302923614208408	0.0089032934207115	0.0289554054313592	TestExample	PC_stats	Afr-Eur	all	odd
25	-0.0123733300218173	0.000153099295828804	-0.0319656477746748	0.00722849302095279	0.029108504727188	TestExample	PC_stats	Afr-Eur	all	odd
26	-0.00225992925888655	5.10728025517152e-06	-0.0218590310202252	0.0173409088548385	0.0291136120074432	TestExample	PC_stats	Afr-Eur	all	odd
27	0.000459877119407716	2.11486964954738e-07	-0.0191403654067709	0.0200597663103488	0.0291138234944082	TestExample	PC_stats	Afr-Eur	all	odd
28	-0.0131759965000842	0.000173606883770231	-0.0327676042535442	0.00642573295049268	0.0292874303781784	TestExample	PC_stats	Afr-Eur	all	odd
29	0.00094955255533703	9.01650055347084e-07	-0.0186508645635611	0.0205492401094621	0.0292883320282337	TestExample	PC_stats	Afr-Eur	all	odd
30	0.0275869594986083	0.000761040334377854	0.00799121039458477	0.047161528963147	0.0300493723626116	TestExample	PC_stats	Afr-Eur	all	odd
31	0.00163983773407382	2.68906779409237e-06	-0.0179608095452539	0.0212392250876607	0.0300520614304057	TestExample	PC_stats	Afr-Eur	all	odd
32	-0.00433219465094599	1.8767910493685e-05	-0.0239302327054636	0.015269171876696	0.0300708293408994	TestExample	PC_stats	Afr-Eur	all	odd
33	0.0137100826859844	0.000187966367256528	-0.0058915704906008	0.0333012040358376	0.0302587957081559	TestExample	PC_stats	Afr-Eur	all	odd
34	0.00781678506995993	6.11021288299485e-05	-0.0117850905204002	0.0274126551919436	0.0303198978369859	TestExample	PC_stats	Afr-Eur	all	odd
35	0.0199152948880744	0.000396618970478964	0.000315347979248133	0.0394999464347401	0.0307165168074648	TestExample	PC_stats	Afr-Eur	all	odd
36	0.0144283236484757	0.000208176523305162	-0.00517320931734739	0.0340187732723734	0.03092469333077	TestExample	PC_stats	Afr-Eur	all	odd
37	0.0131140191045119	0.000171977497073503	-0.00648771847282497	0.0327056825788696	0.0310966708278435	TestExample	PC_stats	Afr-Eur	all	odd
38	0.00901374167315851	8.12475389504344e-05	-0.0105881989457347	0.0286087573670431	0.0311779183667939	TestExample	PC_stats	Afr-Eur	all	odd
39	0.00851866874333613	7.2567717158692e-05	-0.0110832517905916	0.0281140446417243	0.0312504860839526	TestExample	PC_stats	Afr-Eur	all	odd
40	0.00374895071219632	1.40546314424773e-05	-0.015852284110954	0.0233473051614282	0.0312645407153951	TestExample	PC_stats	Afr-Eur	all	odd
1	0.228960041474606	0.0524227005920532	0.210303737431074	0.24744964830859	0.0524227005920532	TestExample	PC_stats	Afr-Eur	all	all
2	-0.0202845832174628	0.000411464316306173	-0.0398688022110671	-0.000684785471831063	0.0528341649083594	TestExample	PC_stats	Afr-Eur	all	all
3	-0.00174065777965136	3.02988950586081e-06	-0.0213399997247017	0.0178600215530866	0.0528371947978653	TestExample	PC_stats	Afr-Eur	all	all
4	0.0124346111773568	0.000154619555132047	-0.00716720561074255	0.0320268756133944	0.0529918143529973	TestExample	PC_stats	Afr-Eur	all	all
5	-0.0213181295194615	0.000454462646208537	-0.0409011095316014	-0.00171877768595611	0.0534462769992058	TestExample	PC_stats	Afr-Eur	all	all
6	0.0104847850153873	0.00010993071681889	-0.00911715858580643	0.0300786737742473	0.0535562077160247	TestExample	PC_stats	Afr-Eur	all	all
7	-0.0160155649854243	0.000256498321802349	-0.0356044585274554	0.00358563056835023	0.0538127060378271	TestExample	PC_stats	Afr-Eur	all	all
8	0.00812715259569936	6.60506093137829e-05	-0.0114747452502662	0.0277228065554606	0.0538787566471409	TestExample	PC_stats	Afr-Eur	all	all
9	0.0240209971392202	0.000577008303562427	0.00442300954848523	0.0436005394307462	0.0544557649507033	TestExample	PC_stats	Afr-Eur	all	all
10	-0.0182588708119521	0.000333386363327555	-0.0378453968871396	0.00134167934386584	0.0547891513140309	TestExample	PC_stats	Afr-Eur	all	all
11	0.020125729807433	0.000405045000281799	0.000525867241902879	0.0397101355226347	0.0551941963143126	TestExample	PC_stats	Afr-Eur	all	all
12	-0.0134367141761339	0.000180545287851117	-0.0330280858837782	0.00616497943829726	0.0553747416021638	TestExample	PC_stats	Afr-Eur	all	all
13	-0.0172478326604376	0.000297487731482458	-0.0368354501171697	0.00235303280496499	0.0556722293336462	TestExample	PC_stats	Afr-Eur	all	all
14	0.00501634363474303	2.51637034618269e-05	-0.0145851603903645	0.0246139935721268	0.055697393037108	TestExample	PC_stats	Afr-Eur	all	all
15	-0.00398722602660694	1.58979713872518e-05	-0.0235854528277359	0.0156140642132208	0.0557132910084953	TestExample	PC_stats	Afr-Eur	all	all
16	0.0113180497915905	0.000128098251084922	-0.00828385785656687	0.0309112626071242	0.0558413892595802	TestExample	PC_stats	Afr-Eur	all	all
17	0.00747275700075416	5.58420971923202e-05	-0.0121290895073926	0.027068862319725	0.0558972313567725	TestExample	PC_stats	Afr-Eur	all	all
18	-0.0186262800450912	0.000346938308318164	-0.0382123996022124	0.000974145594595182	0.0562441696650907	TestExample	PC_stats	Afr-Eur	all	all
19	-0.00794995041123552	6.32017115411038e-05	-0.0275457282494296	0.0116519351905921	0.0563073713766318	TestExample	PC_stats	Afr-Eur	all	all
20	0.00383420892312719	1.47011580661881e-05	-0.0157670459845402	0.0234325179536438	0.056322072534698	TestExample	PC_stats	Afr-Eur	all	all
21	0.00801391896008868	6.42228970988688e-05	-0.0115879712037567	0.0276096522210245	0.0563862954317969	TestExample	PC_stats	Afr-Eur	all	all
22	0.0204868508842799	0.000419711059154722	0.000887137106479528	0.0400708306963278	0.0568060064909516	TestExample	PC_stats	Afr-Eur	all	all
23	0.00111406778936515	1.24114703930096e-06	-0.0184864058783461	0.0207136854914603	0.0568072476379909	TestExample	PC_stats	Afr-Eur	all	all
24	0.00700916950537076	4.91284571550195e-05	-0.0125926304750124	0.026605584426643	0.0568563760951459	TestExample	PC_stats	Afr-Eur	all	all
25	-0.0190575502887144	0.000363190223006879	-0.0386431859278894	0.000542722436154689	0.0572195663181528	TestExample	PC_stats	Afr-Eur	all	all
26	-0.00406006308636138	1.64841122652343e-05	-0.0236582504235752	0.0155412436494036	0.057236050430418	TestExample	PC_stats	Afr-Eur	all	all
27	0.00234434724713032	5.49596401512749e-06	-0.017256515681023	0.0219434089634362	0.0572415463944332	TestExample	PC_stats	Afr-Eur	all	all
28	0.00136093191006799	1.85213566384132e-06	-0.018239624622385	0.0209604428057828	0.057243398530097	TestExample	PC_stats	Afr-Eur	all	all
29	0.0011313619919041	1.2799799567252e-06	-0.0184691175587349	0.0207309722894005	0.0572446785100537	TestExample	PC_stats	Afr-Eur	all	all
30	0.0158484385848931	0.000251173005579127	-0.00375279715051026	0.0354375006182824	0.0574958515156328	TestExample	PC_stats	Afr-Eur	all	all
31	-0.00114323664185073	1.30699001927013e-06	-0.020742841848371	0.0184572469413729	0.0574971585056521	TestExample	PC_stats	Afr-Eur	all	all
32	0.014749428433016	0.000217545639100661	-0.00485204424575579	0.0343395712143457	0.0577147041447528	TestExample	PC_stats	Afr-Eur	all	all
33	0.0247276061621587	0.00061145450651083	0.00513002249115696	0.0443062025955569	0.0583261586512636	TestExample	PC_stats	Afr-Eur	all	all
34	0.0197916606143329	0.000391709829872936	0.000191664962482338	0.0393764557831037	0.0587178684811365	TestExample	PC_stats	Afr-Eur	all	all
35	0.00180594703026443	3.26144467612092e-06	-0.0177947528471807	0.0214052593570996	0.0587211299258127	TestExample	PC_stats	Afr-Eur	all	all
36	0.0133517991367385	0.00017827054018781	-0.00624990644214036	0.0329432480161184	0.0588994004660005	TestExample	PC_stats	Afr-Eur	all	all
37	0.0182757134906249	0.000334001703591409	-0.00132483107296576	0.0378622210458755	0.0592334021695919	TestExample	PC_stats	Afr-Eur	all	all
38	0.0146194029754141	0.000213726943357546	-0.00498209460268496	0.0342096704933425	0.0594471291129494	TestExample	PC_stats	Afr-Eur	all	all
39	-0.00425569882072982	1.81109724527612e-05	-0.0238537791315558	0.0153456511927743	0.0594652400854022	TestExample	PC_stats	Afr-Eur	all	all
40	0.00881126757063642	7.7638436201349e-05	-0.0107906659952749	0.0284064317404943	0.0595428785216035	TestExample	PC_stats	Afr-Eur	all	all
