#FID	IID	CountryOfBirthNonUK_20115
1090787	1090787	505
1090971	1090971	409
1091129	1091129	405
1091337	1091337	232
1091427	1091427	339
1091439	1091439	144
1091468	1091468	434
1091617	1091617	405
1091636	1091636	323
1091835	1091835	342
1092002	1092002	212
1092096	1092096	226
1092148	1092148	340
1092154	1092154	109
1092187	1092187	349
1092456	1092456	120
1092580	1092580	152
1092605	1092605	212
1092618	1092618	354
1093226	1093226	320
1093306	1093306	605
1093402	1093402	314
1093431	1093431	320
1093601	1093601	323
1093852	1093852	123
1094138	1094138	209
1094152	1094152	434
1094426	1094426	109
1094771	1094771	152
1094785	1094785	124
1094987	1094987	434
1095122	1095122	251
1095303	1095303	314
1095615	1095615	338
1095749	1095749	212
1095770	1095770	354
1095851	1095851	336
1095924	1095924	109
1095952	1095952	409
1096111	1096111	502
1096128	1096128	226
1096189	1096189	136
1096383	1096383	320
1096630	1096630	136
1096659	1096659	120
1096720	1096720	212
1096802	1096802	212
1096936	1096936	239
1097143	1097143	212
1097512	1097512	143
1097539	1097539	612
1097600	1097600	124
1097669	1097669	212
1097809	1097809	149
1097822	1097822	351
1098037	1098037	326
1098051	1098051	109
1098079	1098079	124
1098348	1098348	212
1098354	1098354	212
1098409	1098409	209
1098524	1098524	232
1098546	1098546	143
1098569	1098569	212
1098581	1098581	313
1099036	1099036	109
1099080	1099080	434
1099479	1099479	209
1099482	1099482	609
1099502	1099502	226
1099547	1099547	214
1100034	1100034	109
1100254	1100254	124
1100293	1100293	109
1100495	1100495	142
1100527	1100527	320
1100568	1100568	212
1100669	1100669	120
1100697	1100697	226
1100756	1100756	109
1100902	1100902	434
1100915	1100915	205
1101089	1101089	347
1101105	1101105	143
1101118	1101118	434
1101157	1101157	605
1101371	1101371	109
1101601	1101601	143
1101648	1101648	354
1101736	1101736	205
1101758	1101758	317
1101943	1101943	326
1101979	1101979	233
1102005	1102005	502
1102227	1102227	143
1102641	1102641	106
1102737	1102737	109
1102782	1102782	152
1102829	1102829	212
1103075	1103075	312
1103396	1103396	101
1103516	1103516	115
1103635	1103635	217
1103672	1103672	406
1103760	1103760	320
1103971	1103971	241
1104065	1104065	120
1104155	1104155	207
1104480	1104480	120
1104538	1104538	320
1104694	1104694	434
1105193	1105193	109
1105216	1105216	434
1105251	1105251	326
1105265	1105265	336
1105282	1105282	109
1105563	1105563	212
1105868	1105868	146
1105926	1105926	318
1106077	1106077	329
1106247	1106247	350
1106345	1106345	322
1106374	1106374	505
1106455	1106455	212
1106544	1106544	206
1106637	1106637	235
1106679	1106679	212
1106739	1106739	320
1106740	1106740	314
1106805	1106805	232
1107045	1107045	232
1107091	1107091	235
1107244	1107244	109
1107272	1107272	405
1107588	1107588	212
1107642	1107642	212
1107661	1107661	119
1107683	1107683	211
1107860	1107860	339
1108163	1108163	326
1108174	1108174	604
1108230	1108230	124
1108390	1108390	149
1108510	1108510	232
1108615	1108615	434
1108650	1108650	109
1108766	1108766	152
1108816	1108816	241
1108900	1108900	309
1109048	1109048	109
1109131	1109131	136
1109246	1109246	141
1109521	1109521	309
1109584	1109584	320
1109674	1109674	212
1109734	1109734	340
1109828	1109828	120
1109962	1109962	339
1109995	1109995	214
1110009	1110009	320
1110063	1110063	143
1110140	1110140	123
1110153	1110153	322
1110267	1110267	211
1110529	1110529	109
1110531	1110531	212
1110596	1110596	209
1110699	1110699	120
1110775	1110775	109
1110797	1110797	434
1110970	1110970	320
1111108	1111108	136
1111162	1111162	318
1111186	1111186	202
1111418	1111418	421
1111449	1111449	217
1111582	1111582	211
1111834	1111834	212
1112077	1112077	336
1112231	1112231	120
1112264	1112264	212
1112380	1112380	326
1112410	1112410	212
1112589	1112589	232
1112771	1112771	124
1112849	1112849	235
1112993	1112993	152
1113179	1113179	109
1113646	1113646	214
1113675	1113675	213
1113697	1113697	320
1114012	1114012	212
1114039	1114039	232
1114122	1114122	109
1114542	1114542	340
1114555	1114555	212
1114757	1114757	102
1114792	1114792	326
1114975	1114975	241
1115271	1115271	214
1115399	1115399	131
1115614	1115614	212
1115765	1115765	109
1115896	1115896	212
1116221	1116221	211
1116319	1116319	109
1116409	1116409	209
1116491	1116491	434
1116612	1116612	127
1116814	1116814	212
1116928	1116928	152
1116944	1116944	109
1117001	1117001	502
1117087	1117087	214
1117115	1117115	405
1117281	1117281	226
1117412	1117412	505
1117592	1117592	149
1117726	1117726	607
1117761	1117761	240
1117959	1117959	109
1117977	1117977	434
1118096	1118096	214
1118397	1118397	212
1118714	1118714	605
1118741	1118741	502
1118759	1118759	214
1118812	1118812	421
1118999	1118999	215
1119184	1119184	434
1119207	1119207	240
1119473	1119473	351
1119488	1119488	143
1119541	1119541	212
1119758	1119758	212
1119780	1119780	115
1119875	1119875	212
1119998	1119998	149
1120012	1120012	212
1120085	1120085	605
1120094	1120094	212
1120390	1120390	434
1120757	1120757	124
1120784	1120784	131
1120792	1120792	136
1120938	1120938	109
1121057	1121057	320
1121156	1121156	149
1121239	1121239	144
1121271	1121271	124
1121378	1121378	152
1121554	1121554	143
1121888	1121888	212
1122170	1122170	143
1122261	1122261	109
1122340	1122340	109
1122736	1122736	241
1123096	1123096	215
1123119	1123119	212
1123160	1123160	124
1123204	1123204	339
1123237	1123237	232
1123324	1123324	336
1123369	1123369	124
1123428	1123428	109
1123444	1123444	409
1123618	1123618	318
1123633	1123633	314
1123759	1123759	221
1123868	1123868	311
1124074	1124074	314
1124091	1124091	141
1124139	1124139	313
1124140	1124140	109
1124359	1124359	212
1124386	1124386	218
1124479	1124479	339
1124482	1124482	409
1124529	1124529	214
1124550	1124550	109
1124564	1124564	211
1124775	1124775	235
1124797	1124797	320
1124933	1124933	212
1124957	1124957	124
1124992	1124992	146
1125038	1125038	109
1125186	1125186	339
1125245	1125245	212
1125347	1125347	350
1125466	1125466	340
1125582	1125582	212
1126025	1126025	152
1126060	1126060	434
1126087	1126087	311
1126320	1126320	124
1126485	1126485	109
1126494	1126494	232
1126566	1126566	112
1126783	1126783	352
1126856	1126856	317
1127134	1127134	434
1127161	1127161	320
1127183	1127183	354
1127199	1127199	326
1127360	1127360	328
1127436	1127436	212
1127575	1127575	336
1127671	1127671	343
1127729	1127729	318
1127750	1127750	333
1128182	1128182	109
1128459	1128459	152
1128652	1128652	149
1128669	1128669	505
1128772	1128772	120
1128836	1128836	124
1128929	1128929	146
1129008	1129008	109
1129146	1129146	306
1129197	1129197	152
1129250	1129250	320
1129296	1129296	212
1129461	1129461	434
1129528	1129528	212
1129556	1129556	212
1129712	1129712	149
1129884	1129884	226
1130187	1130187	320
1130279	1130279	143
1130522	1130522	345
1130536	1130536	318
1130580	1130580	127
1130633	1130633	336
1130762	1130762	136
1130942	1130942	124
1130955	1130955	309
1131461	1131461	434
1131528	1131528	243
1131698	1131698	212
1131932	1131932	505
1131960	1131960	124
1131987	1131987	320
1132114	1132114	217
1132162	1132162	215
1132396	1132396	212
1132449	1132449	211
1132466	1132466	339
1132484	1132484	209
1132748	1132748	336
1132760	1132760	345
1133057	1133057	112
1133532	1133532	202
1133765	1133765	232
1134087	1134087	336
1134102	1134102	226
1134129	1134129	109
1134150	1134150	143
1134412	1134412	109
1134505	1134505	320
1134521	1134521	120
1134609	1134609	136
1134674	1134674	109
1134799	1134799	351
1135007	1135007	409
1135225	1135225	235
1135506	1135506	212
1135540	1135540	212
1135703	1135703	212
1135711	1135711	143
1135817	1135817	320
1135931	1135931	320
1136011	1136011	338
1136226	1136226	212
1136394	1136394	212
1136530	1136530	131
1136625	1136625	207
1136758	1136758	409
1136846	1136846	320
1136852	1136852	313
1137068	1137068	320
1137262	1137262	323
1137476	1137476	120
1138022	1138022	112
1138140	1138140	232
1138211	1138211	239
1138314	1138314	143
1138547	1138547	603
1138801	1138801	143
1138825	1138825	343
1138887	1138887	214
1139043	1139043	109
1139233	1139233	115
1139500	1139500	151
1139513	1139513	203
1139546	1139546	409
1139612	1139612	321
1140081	1140081	326
1140457	1140457	243
1140611	1140611	229
1140760	1140760	339
1140953	1140953	152
1141048	1141048	109
1141188	1141188	139
1141246	1141246	124
1141337	1141337	607
1141412	1141412	320
1141557	1141557	434
1141691	1141691	212
1141914	1141914	120
1142050	1142050	214
1142216	1142216	211
1142375	1142375	120
1142403	1142403	124
1142649	1142649	212
1142762	1142762	320
1142812	1142812	235
1142961	1142961	212
1142978	1142978	142
1143028	1143028	124
1143149	1143149	217
1143166	1143166	232
1143577	1143577	212
1143595	1143595	320
1143709	1143709	434
1143846	1143846	333
1143998	1143998	212
1144077	1144077	409
1144181	1144181	502
1144197	1144197	120
1144345	1144345	212
1144739	1144739	434
1144866	1144866	309
1145223	1145223	129
1145372	1145372	109
1145425	1145425	215
1145526	1145526	143
1145555	1145555	405
1145599	1145599	434
1145629	1145629	212
1145898	1145898	212
1146005	1146005	502
1146018	1146018	209
1146049	1146049	434
1146212	1146212	143
1146268	1146268	318
1146342	1146342	124
1146481	1146481	212
1146525	1146525	320
1146751	1146751	318
1146936	1146936	352
1147034	1147034	308
1147276	1147276	605
1147613	1147613	109
1147681	1147681	349
1147711	1147711	215
1147728	1147728	212
1147822	1147822	232
1147891	1147891	152
1148155	1148155	226
1148270	1148270	314
1148319	1148319	140
1148360	1148360	217
1148808	1148808	146
1149036	1149036	120
1149112	1149112	151
1149404	1149404	235
1149713	1149713	109
1149918	1149918	109
1149984	1149984	152
1150003	1150003	239
1150090	1150090	232
1150353	1150353	326
1150447	1150447	120
1150523	1150523	326
1150541	1150541	304
1150601	1150601	604
1150648	1150648	149
1150654	1150654	354
1150846	1150846	124
1150943	1150943	340
1150979	1150979	241
1151235	1151235	351
1151359	1151359	209
1151416	1151416	340
1151437	1151437	226
1151479	1151479	241
1151529	1151529	343
1151699	1151699	605
1151819	1151819	605
1152039	1152039	434
1152163	1152163	149
1152507	1152507	146
1152526	1152526	212
1152664	1152664	405
1152820	1152820	339
1153025	1153025	142
1153032	1153032	209
1153129	1153129	212
1153131	1153131	226
1153365	1153365	136
1153427	1153427	212
1153453	1153453	212
1153674	1153674	109
1154092	1154092	149
1154172	1154172	505
1154268	1154268	349
1154400	1154400	320
1154469	1154469	120
1154623	1154623	609
1154704	1154704	124
1154798	1154798	212
1154815	1154815	318
1154896	1154896	241
1154917	1154917	214
1155037	1155037	136
1155107	1155107	136
1155199	1155199	213
1155354	1155354	212
1155376	1155376	318
1155750	1155750	126
1155764	1155764	340
1156064	1156064	226
1156101	1156101	505
1156298	1156298	328
1156352	1156352	212
1156456	1156456	109
1156591	1156591	239
1156684	1156684	213
1156692	1156692	320
1156723	1156723	212
1156978	1156978	502
1157052	1157052	326
